player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cam Lewis,49395,S,BUF,17,0,4,0,7,0,0,6,1,60.7,17,6,17.6,0,0,0,1,7.0,28,398,7,12.5,0,0,1,0,39.3,11,1,4.5,0,0,0,0,0,0
JD Bertrand,102787,LB,ATL,7,0,2,0,3,0,0,1,0,50.0,9,1,5.6,0,0,1,0,17.7,20,113,4,12.5,0,0,1,0,50.0,9,2,16.7,1,1,0,1,1,1
Brandon Jones,43049,S,DEN,16,0,10,0,4,0,0,4,0,100.0,16,4,12.5,0,0,0,0,2.6,16,607,4,12.5,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nakobe Dean,99018,LB,PHI,15,1,24,3,6,0,1,4,0,50.8,30,7,15.0,2,3,1,0,12.0,61,509,12,12.3,1,2,2,0,49.2,29,5,10.3,1,1,0,3,4,1
Lavonte David,7060,LB,TB,17,0,30,2,21,0,1,8,0,53.6,67,12,11.2,3,3,0,1,19.8,135,682,28,12.2,0,1,12,1,46.4,58,14,12.9,1,1,1,5,5,1
Isaiah McDuffie,57754,LB,GB,17,1,12,1,6,1,1,4,0,44.8,13,5,19.2,0,0,0,0,7.8,30,384,7,11.7,0,0,2,0,55.2,16,2,6.3,0,0,0,0,0,0
Ar'Darius Washington,77848,S,BLT,17,0,3,0,1,0,0,1,1,38.5,5,1,10.0,0,0,0,1,2.8,13,469,2,11.5,0,0,0,0,61.5,8,1,12.5,1,1,0,1,1,0
Jabrill Peppers,11780,S,NE,6,1,19,0,3,1,0,3,1,69.2,9,3,16.7,0,0,0,1,6.4,13,204,3,11.5,0,0,0,0,30.8,4,0,0.0,0,1,0,0,1,0
Kenny Moore II,51596,CB,IND,15,0,14,1,2,0,1,1,0,59.1,13,3,15.4,1,0,0,0,4.2,22,526,4,11.4,0,0,1,0,40.9,9,1,5.6,0,0,0,1,0,0
Christian Elliss,61853,LB,NE,15,0,19,2,4,0,0,1,0,45.0,18,2,8.3,1,1,0,0,15.2,44,289,8,11.4,0,1,3,0,55.0,22,5,13.6,1,0,1,2,1,1
Foyesade Oluokun,24904,LB,JAX,13,0,15,0,3,0,0,0,0,65.0,13,1,7.7,1,1,0,0,5.0,22,439,4,11.4,0,0,3,0,35.0,7,3,21.4,0,0,0,1,1,0
Brenton Cox Jr.,81957,ED,GB,7,0,12,3,10,0,3,6,0,70.2,66,12,11.4,3,3,0,0,97.9,94,96,17,11.2,0,0,4,0,29.8,28,5,10.7,1,1,0,4,4,0
Jarrian Jones,97486,CB,JAX,17,0,15,0,0,0,0,0,0,66.7,6,1,16.7,1,1,0,0,2.1,9,434,1,11.1,0,0,0,0,33.3,3,0,0.0,0,0,0,1,1,0
Andre Carter II,102780,ED,LV,2,0,23,0,0,0,0,0,0,33.3,3,0,0.0,0,0,0,0,90.0,9,10,1,11.1,0,0,0,0,66.7,6,1,16.7,1,1,0,1,1,0
Tyler Nubin,97895,S,NYG,13,0,21,0,2,0,0,1,0,22.2,2,1,25.0,0,0,0,0,2.1,9,423,2,11.1,0,0,1,0,77.8,7,1,7.1,0,0,0,0,0,0
Israel Mukuamu,83377,S,DAL,15,0,9,1,1,0,0,1,0,55.6,5,1,10.0,0,0,0,0,7.0,9,129,2,11.1,0,1,0,0,44.4,4,1,12.5,0,0,0,0,0,0
Jordan Hicks,9517,LB,CLV,12,0,8,2,5,0,0,1,0,42.4,14,2,10.7,1,1,0,0,12.5,41,328,8,11.0,0,2,4,0,57.6,19,6,15.8,0,0,0,1,1,0
Myles Garrett,11756,ED,CLV,17,0,8,13,55,0,0,6,0,18.7,83,8,6.0,2,3,1,1,96.3,446,463,82,10.8,0,13,49,1,81.3,362,74,11.9,12,13,1,14,16,2
Azeez Al-Shaair,49792,LB,HST,11,0,13,1,3,0,1,0,0,46.4,13,2,11.5,1,1,0,0,8.4,28,335,5,10.7,0,0,3,0,53.6,15,3,10.0,0,0,0,1,1,0
Marist Liufau,102789,LB,DAL,17,0,9,0,9,0,0,5,0,41.4,24,7,18.8,2,1,0,1,25.2,61,242,11,10.7,0,0,4,1,58.6,34,4,5.9,0,0,0,2,1,0
Tony Adams,55953,S,NYJ,14,0,22,1,2,0,0,1,0,64.3,9,1,5.6,0,0,0,0,3.5,14,398,3,10.7,0,1,1,0,35.7,5,2,20.0,0,0,0,0,0,0
Kyler Gordon,83451,CB,CHI,15,1,6,1,7,1,0,5,2,51.1,24,6,14.6,1,1,0,2,11.4,47,412,9,10.6,0,1,2,0,48.9,23,3,6.5,0,0,1,1,1,1
Micah Parsons,81360,ED,DAL,13,1,9,12,44,0,8,32,3,67.4,261,47,10.3,7,6,0,4,94.7,395,417,70,10.6,1,3,12,1,32.6,126,20,9.9,5,7,2,14,14,2
Trey Hendrickson,11858,ED,CIN,17,1,7,16,49,0,1,2,1,1.7,8,3,18.8,0,0,0,7,93.4,481,515,83,10.5,1,15,47,6,98.3,473,80,10.4,18,20,4,18,20,4
Blake Cashman,35413,LB,MIN,14,0,18,6,17,0,2,12,2,50.0,74,15,10.8,1,1,1,3,27.1,157,579,28,10.5,0,4,3,0,50.0,74,11,10.1,4,5,1,5,7,3
Jordan Whitehead,49196,S,TB,12,0,30,1,6,0,1,5,0,60.6,20,6,15.0,0,0,0,0,7.3,34,467,7,10.3,0,0,1,0,39.4,13,1,3.8,0,0,0,0,0,0
Jeremy Chinn,43179,S,WAS,17,0,32,1,1,0,0,1,0,65.5,19,2,7.9,1,1,0,0,5.4,29,535,4,10.3,0,1,0,0,34.5,10,2,15.0,1,1,0,2,2,0
Tre'von Moehrig,77847,S,LV,17,0,23,1,9,0,1,5,0,57.9,33,7,12.1,1,0,0,0,9.4,58,619,11,10.3,0,0,3,0,42.1,24,3,6.3,0,0,0,1,0,0
Patrick Queen,57941,LB,PIT,17,0,25,4,7,0,0,3,0,50.9,29,4,8.6,1,1,0,0,10.1,64,636,12,10.2,0,2,3,0,49.1,28,5,8.9,0,1,1,1,2,1
Kenny Dyson Jr.,106277,ED,CAR,2,0,5,1,0,0,0,0,0,80.0,4,0,0.0,0,0,0,0,83.3,5,6,1,10.0,0,1,0,0,20.0,1,1,50.0,0,0,0,0,0,0
Claudin Cherelus,52094,LB,CAR,4,0,5,1,0,0,1,0,0,60.0,3,1,16.7,0,0,0,0,7.2,5,69,1,10.0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,0,0
Jevon Holland,83873,S,MIA,15,0,17,1,2,0,0,1,0,48.0,12,2,12.5,1,1,0,0,4.9,25,513,4,10.0,0,1,1,0,52.0,13,2,7.7,0,0,0,1,1,0
Jay Ward,98833,S,MIN,4,0,18,1,0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,22.7,5,22,1,10.0,0,1,0,0,60.0,3,1,16.7,0,0,0,0,0,0
Kool-Aid McKinstry,146602,CB,NO,14,0,20,0,1,0,0,0,0,60.0,3,0,0.0,0,0,0,0,1.2,5,411,1,10.0,0,0,1,0,40.0,2,1,25.0,0,0,0,0,0,0
Greg Newsome II,83341,CB,CLV,13,0,8,0,2,0,0,0,0,40.0,4,0,0.0,0,0,0,0,3.0,10,335,2,10.0,0,0,2,0,60.0,6,2,16.7,0,0,0,0,0,0
Grant Delpit,60685,S,CLV,16,0,8,3,4,0,2,4,0,65.9,29,6,10.3,0,0,0,0,8.4,45,538,8,10.0,0,1,0,0,34.1,15,2,10.0,1,1,0,1,1,0
Michael Carter II,60644,CB,NYJ,13,0,22,0,2,0,0,2,0,40.0,4,2,25.0,0,0,0,0,5.4,10,184,2,10.0,0,0,0,0,60.0,6,0,0.0,0,0,0,0,0,0
Jaylon Carlies,124196,LB,IND,10,0,14,0,0,0,0,0,0,50.0,5,0,0.0,0,0,0,0,11.4,10,88,1,10.0,0,0,0,0,50.0,5,1,20.0,1,1,0,1,1,0
Taron Johnson,49511,CB,BUF,12,0,4,0,0,0,0,0,0,30.0,3,0,0.0,0,0,0,0,2.6,10,379,1,10.0,0,0,0,0,70.0,7,1,14.3,1,1,0,1,1,0
Jessie Bates III,49162,S,ATL,17,0,2,0,2,0,0,2,0,90.0,9,2,11.1,0,0,0,0,1.6,10,644,2,10.0,0,0,0,0,10.0,1,0,0.0,0,0,0,0,0,0
Tyrel Dodson,51045,LB,MIA,14,0,17,2,7,0,1,5,0,50.0,25,7,16.0,1,1,0,0,11.3,55,488,10,10.0,0,1,2,0,50.0,25,3,6.0,0,0,0,1,1,0
Chuck Clark,11941,S,NYJ,12,0,22,0,0,0,0,0,0,60.0,6,0,0.0,0,0,0,0,2.8,10,360,1,10.0,0,0,0,0,40.0,4,1,25.0,1,1,0,1,1,0
Ugo Amadi,49352,CB,NO,11,0,20,0,1,0,0,0,0,40.0,10,2,20.0,2,2,0,0,7.6,25,330,3,10.0,0,0,1,0,60.0,15,1,3.3,0,0,1,2,2,1
Deonte Banks,101384,CB,NYG,14,0,21,0,1,0,0,1,0,40.0,2,1,25.0,0,0,0,0,1.2,5,425,1,10.0,0,0,0,0,60.0,3,0,0.0,0,0,0,0,0,0
Nick Bosa,42741,ED,SF,14,3,28,15,44,2,8,31,3,62.2,248,43,9.5,4,6,3,5,98.5,399,405,69,9.9,1,7,13,2,37.8,151,26,10.6,6,8,3,10,14,6
Kyzir White,44485,LB,ARZ,17,1,1,2,12,1,2,6,1,45.6,41,8,9.8,0,0,0,1,17.1,101,589,17,9.9,0,0,5,0,54.4,49,8,11.2,3,3,0,3,3,0
Javon Solomon,97821,ED,BUF,10,0,4,4,8,0,3,2,0,30.9,25,6,14.0,1,1,0,2,97.6,81,83,14,9.9,0,1,6,2,69.1,56,8,8.0,1,2,1,2,3,1
Zack Baun,34632,LB,PHI,16,0,24,2,8,0,0,1,0,37.0,30,1,1.7,0,0,0,0,14.5,82,565,13,9.8,0,2,7,0,63.0,51,12,14.7,3,4,1,3,4,1
Alex Highsmith,43507,ED,PIT,11,0,25,9,33,0,0,0,0,0.7,2,1,50.0,1,1,0,1,91.1,276,303,48,9.8,0,9,33,1,99.3,274,47,9.5,5,6,1,6,7,1
Chop Robinson,144901,ED,MIA,17,0,17,7,42,0,5,31,2,64.4,206,42,11.7,6,5,2,4,87.7,322,367,56,9.8,0,2,11,2,35.6,114,14,6.6,1,2,2,7,7,4
Drue Tranquill,51276,LB,KC,16,2,16,7,6,1,1,2,0,43.0,40,4,6.3,1,1,0,0,21.6,97,449,16,9.8,1,6,4,0,57.0,53,12,13.2,2,2,1,3,3,1
Daiyan Henley,61500,LB,LAC,17,0,27,4,6,0,2,3,0,52.7,29,5,8.6,0,0,0,0,10.3,61,590,11,9.8,0,0,3,0,47.3,26,4,9.6,1,1,0,1,1,0
Christian Izien,83360,S,TB,14,0,30,0,6,0,0,3,1,58.1,18,3,8.3,0,0,0,2,6.6,31,467,6,9.7,0,0,3,1,41.9,13,3,11.5,0,0,0,0,0,0
Quincy Williams,49779,LB,NYJ,17,2,22,0,10,0,0,6,2,42.3,30,7,13.3,1,1,0,2,12.2,72,592,12,9.7,2,0,4,0,57.7,41,5,7.3,1,1,0,2,2,0
Josey Jewell,50720,LB,CAR,12,0,5,0,3,0,0,0,0,39.4,13,2,15.4,2,2,0,1,9.0,36,398,5,9.7,0,0,2,0,60.6,20,2,5.0,0,0,0,2,2,0
Von Miller,6154,ED,BUF,13,1,4,3,23,1,3,23,1,100.0,198,32,9.6,6,7,1,1,96.1,198,206,32,9.6,0,0,0,0,0.0,0,0,,0,0,0,6,7,1
Harrison Smith,7641,S,MIN,16,0,18,0,7,0,0,4,1,55.3,26,4,7.7,0,0,0,1,7.5,47,623,8,9.6,0,0,3,0,44.7,21,4,11.9,1,1,0,1,1,0
Divine Deablo,42208,LB,LV,14,0,23,4,4,0,2,3,0,47.9,23,5,10.9,0,0,0,0,14.7,52,354,9,9.6,0,1,1,0,52.1,25,3,8.0,1,1,0,1,1,0
Daniel Hardy,91336,ED,CHI,7,0,6,0,4,0,0,3,0,52.4,11,3,13.6,0,0,0,0,95.5,21,22,4,9.5,0,0,1,0,47.6,10,1,5.0,0,1,1,0,1,1
Javon Bullard,146726,S,GB,15,0,12,0,3,0,0,2,0,56.3,9,2,11.1,0,0,0,0,3.5,16,462,3,9.4,0,0,1,0,43.8,7,1,7.1,0,0,0,0,0,0
Josh Metellus,43395,S,MIN,17,1,18,6,11,0,2,4,0,47.1,40,6,7.5,0,0,0,0,13.9,90,646,17,9.4,1,4,6,0,52.9,45,10,11.1,0,0,0,0,0,0
Justin Strnad,42659,LB,DEN,14,1,10,1,8,0,0,4,0,48.5,33,6,12.1,2,2,0,0,15.5,69,446,11,9.4,1,0,4,0,51.5,35,4,5.7,0,1,1,2,3,1
Esezi Otomewo,55221,DI,JAX,4,1,15,1,6,0,0,2,0,58.3,28,3,7.1,1,0,0,0,98.0,48,49,8,9.4,1,1,4,0,41.7,20,5,12.5,0,0,0,1,0,0
Kyle Dugger,90621,S,NE,13,0,19,0,4,0,0,3,0,59.4,19,4,13.2,1,1,0,0,7.8,32,409,5,9.4,0,0,1,0,40.6,13,1,3.8,0,0,0,1,1,0
Za'Darius Smith,9555,ED,DET,17,1,11,7,46,0,3,24,6,53.7,210,35,10.2,8,7,1,9,96.6,394,408,63,9.3,1,4,21,3,46.3,181,27,8.0,2,2,1,10,9,2
Nik Bonitto,77196,ED,DEN,17,2,10,10,32,0,3,7,1,16.4,62,12,11.3,2,2,1,4,85.3,378,443,56,9.3,2,7,25,3,83.6,316,44,8.9,12,13,3,14,15,4
Rayshawn Jenkins,11868,S,SEA,13,0,29,0,1,0,0,1,1,70.4,19,2,7.9,1,1,0,1,8.3,27,325,3,9.3,0,0,0,0,29.6,8,1,12.5,1,1,0,2,2,0
Dondrea Tillman,156124,ED,DEN,12,1,10,3,13,0,1,1,0,23.4,33,4,9.1,2,2,0,1,94.0,142,151,21,9.2,1,2,12,1,76.6,108,17,9.3,3,3,0,5,5,0
Eyioma Uwazurike,45414,DI,DEN,4,0,10,0,2,0,0,1,0,45.5,10,1,5.0,0,0,0,0,100.0,22,22,3,9.1,0,0,1,0,54.5,12,2,12.5,1,1,0,1,1,0
Will Anderson Jr.,123903,ED,HST,14,0,13,8,31,0,5,11,1,46.7,161,22,8.7,6,4,1,2,98.0,345,352,51,9.1,0,3,20,1,53.3,184,29,9.5,6,6,0,12,10,1
Anfernee Orji,98568,LB,NO,6,0,20,0,2,0,0,0,0,36.4,4,0,0.0,0,0,0,0,18.3,11,60,2,9.1,0,0,2,0,63.6,7,2,14.3,0,0,1,0,0,1
Alex Anzalone,11831,LB,DET,10,1,11,3,5,0,1,1,0,49.0,24,3,8.3,1,2,1,0,14.2,55,387,9,9.1,1,1,4,0,51.0,25,5,10.0,0,0,0,1,2,1
Jaden Hicks,146512,S,KC,14,0,16,0,2,0,0,2,0,63.6,7,2,14.3,0,0,0,0,5.4,11,205,2,9.1,0,0,0,0,36.4,4,0,0.0,0,0,0,0,0,0
Jacoby Windmon,101226,LB,CAR,3,0,5,0,2,0,0,0,0,20.0,2,0,0.0,0,0,0,0,18.0,11,61,2,9.1,0,0,2,0,80.0,8,2,12.5,0,0,0,0,0,0
Jared Verse,101912,ED,LA,17,1,26,15,55,0,5,20,1,32.1,144,26,9.4,1,1,1,7,93.9,450,479,76,9.1,1,10,35,6,67.9,304,50,9.0,5,5,1,6,6,2
Chazz Surratt,40313,LB,NYJ,12,1,22,1,1,1,1,0,0,36.4,4,1,12.5,0,0,0,0,19.6,11,56,2,9.1,0,0,1,0,63.6,7,1,7.1,0,0,0,0,0,0
Robert Spillane,50918,LB,LV,17,0,23,1,8,0,0,4,1,44.6,29,4,6.9,0,0,0,1,11.7,72,614,11,9.0,0,1,3,0,55.4,36,6,11.1,2,2,1,2,2,1
Dante Fowler Jr.,9436,ED,WAS,17,1,32,4,29,0,1,15,1,45.0,139,21,9.4,5,5,0,3,93.1,310,333,44,8.9,1,3,14,2,55.0,170,23,8.5,6,7,1,11,12,1
Al-Quadin Muhammad,11951,ED,DET,9,0,11,2,19,0,0,13,1,55.0,83,14,9.0,1,1,0,1,95.6,151,158,24,8.9,0,2,6,0,45.0,68,10,8.8,2,3,1,3,4,1
Jonathan Greenard,48407,ED,MIN,17,1,18,10,57,0,4,19,2,39.9,199,24,6.3,1,2,2,5,85.4,499,584,78,8.9,1,6,38,3,60.1,300,54,10.7,10,13,3,11,15,5
John Franklin-Myers,50088,DI,DEN,17,1,10,9,36,1,7,35,3,81.6,283,49,9.9,7,11,5,3,98.6,348,353,53,8.8,0,2,1,0,18.4,64,4,3.9,1,0,0,8,11,5
Krys Barnes,42548,LB,ARZ,17,0,1,0,1,0,0,1,0,35.3,6,2,25.0,1,1,0,0,13.6,17,125,2,8.8,0,0,0,0,64.7,11,0,0.0,0,0,0,1,1,0
Trevin Wallace,146747,LB,CAR,11,0,5,0,4,0,0,3,0,61.3,19,4,13.2,1,1,0,0,12.5,34,273,5,8.8,0,0,1,0,38.7,12,1,4.2,0,0,2,1,1,2
Owen Pappoe,99006,LB,ARZ,11,0,1,0,4,0,0,2,1,57.9,11,2,9.1,0,1,1,1,25.6,23,90,4,8.7,0,0,2,0,42.1,8,2,12.5,0,0,0,0,1,1
Frankie Luvu,51028,LB,WAS,17,0,32,6,13,0,4,3,0,51.5,100,13,9.5,6,7,2,2,36.6,204,557,27,8.6,0,1,10,2,48.5,94,12,6.9,1,2,1,8,9,3
Kyle Van Noy,8675,ED,BLT,16,1,3,8,30,0,4,20,1,68.2,257,32,7.8,8,11,3,1,87.7,377,430,51,8.5,1,4,10,0,31.8,120,19,10.0,5,5,0,13,16,3
Dorian Williams,97694,LB,BUF,15,0,4,1,5,0,1,2,1,65.9,29,4,8.6,1,0,0,1,13.6,47,345,7,8.5,0,0,3,0,34.1,15,3,10.0,0,0,0,1,0,0
Jonathon Cooper,43021,ED,DEN,17,1,10,9,38,1,8,35,3,88.9,383,55,8.7,12,12,6,4,86.2,431,500,60,8.5,0,1,3,1,11.1,48,5,6.3,1,1,0,13,13,6
Jacob Martin,50152,ED,CHI,11,0,6,3,11,0,2,5,0,52.1,62,7,5.6,0,0,0,0,93.7,119,127,17,8.4,0,1,6,0,47.9,57,10,11.4,3,3,0,3,3,0
Will McDonald IV,76842,ED,NYJ,17,0,22,12,38,0,4,17,2,56.2,231,29,8.0,8,8,0,5,96.1,417,434,60,8.4,0,8,19,3,43.8,180,29,8.6,2,2,1,10,10,1
Yaya Diaby,122705,ED,TB,17,0,30,13,46,0,8,25,2,42.1,178,35,10.4,2,3,2,3,82.8,423,511,65,8.4,0,5,21,1,57.9,245,30,6.9,4,4,1,6,7,3
Greg Stroman Jr.,49354,CB,NYG,3,0,21,0,1,0,0,1,0,66.7,4,1,12.5,0,0,0,0,8.3,6,72,1,8.3,0,0,0,0,33.3,2,0,0.0,0,0,0,0,0,0
Cody Barton,50727,LB,DEN,17,0,10,0,11,0,0,4,0,52.9,45,5,6.7,1,1,0,1,13.7,90,655,13,8.3,0,0,6,1,47.1,40,7,10.0,1,1,1,2,2,1
Mike Edwards,51282,S,TB,7,0,30,1,0,0,1,0,0,50.0,3,1,16.7,0,0,0,0,4.4,6,137,1,8.3,0,0,0,0,50.0,3,0,0.0,0,0,0,0,0,0
Chau Smith-Wade,131956,CB,CAR,10,0,5,0,2,0,0,2,0,54.5,6,2,16.7,0,0,0,0,6.5,12,184,2,8.3,0,0,0,0,45.5,5,0,0.0,0,0,0,0,0,0
Josh Sweat,50120,ED,PHI,16,1,24,9,38,0,0,5,0,13.2,50,7,9.0,2,2,0,1,91.8,380,414,55,8.3,1,9,33,1,86.8,330,48,8.2,6,8,2,8,10,2
Otis Reese IV,83219,LB,TEN,3,0,31,2,0,0,0,0,0,22.2,2,0,0.0,0,0,0,0,27.9,12,43,2,8.3,0,1,0,0,77.8,7,1,7.1,0,0,0,0,0,0
Andru Phillips,124075,CB,NYG,14,1,21,0,3,1,0,3,0,55.6,10,3,15.0,0,0,0,0,5.4,18,332,3,8.3,0,0,0,0,44.4,8,0,0.0,0,0,0,0,0,0
Julian Blackmon,49434,S,IND,16,0,14,0,0,0,0,0,0,50.0,6,1,16.7,1,1,0,0,2.0,12,593,1,8.3,0,0,0,0,50.0,6,0,0.0,0,0,0,1,1,0
Joe Andreessen,108177,LB,BUF,5,0,4,1,0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,9.0,6,67,1,8.3,0,0,0,0,60.0,3,0,0.0,0,0,0,0,0,0
Ronnie Hickman Jr.,97702,S,CLV,14,0,8,1,0,0,1,0,0,50.0,2,1,25.0,0,0,0,0,2.2,6,268,1,8.3,0,0,0,0,50.0,2,0,0.0,0,0,0,0,0,0
Jermaine Johnson,99015,ED,NYJ,2,0,22,0,7,0,0,5,0,54.8,23,5,10.9,0,1,1,1,97.7,42,43,7,8.3,0,0,2,1,45.2,19,2,5.3,0,0,0,0,1,1
Kingsley Jonathan,56856,ED,BUF,1,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,6,6,1,8.3,0,1,0,0,100.0,6,1,8.3,0,0,0,0,0,0
Christian Harris,98996,LB,HST,3,0,13,0,0,0,0,0,0,33.3,4,0,0.0,0,0,0,0,12.6,12,95,1,8.3,0,0,0,0,66.7,8,1,12.5,1,1,0,1,1,0
Rasul Douglas,11854,CB,BUF,15,0,4,0,1,0,0,1,0,33.3,2,1,25.0,0,0,0,0,1.3,6,473,1,8.3,0,0,0,0,66.7,4,0,0.0,0,0,0,0,0,0
Greg Rousseau,76889,ED,BUF,16,1,4,17,37,1,10,18,3,55.6,243,33,7.8,5,6,2,5,95.6,437,457,63,8.2,0,7,19,2,44.4,194,30,8.8,4,6,4,9,12,6
Danielle Hunter,9521,ED,HST,17,2,13,13,41,1,10,27,2,60.9,287,46,9.6,9,9,0,4,99.2,473,477,66,8.2,1,2,14,2,39.1,184,19,6.0,3,4,1,12,13,1
Nick Herbig,129920,ED,PIT,13,0,25,5,14,0,2,3,1,15.8,32,5,7.8,0,0,0,2,84.5,202,239,26,8.2,0,3,11,1,84.2,170,21,8.2,7,5,0,7,5,0
Milton Williams,56682,DI,PHI,17,1,24,6,28,0,2,3,0,17.0,47,6,7.4,1,2,1,1,100.0,281,281,40,8.2,1,4,25,1,83.0,230,34,8.5,5,4,0,6,6,1
Christian Rozeboom,49862,LB,LA,16,0,26,0,3,0,0,1,0,28.6,8,2,18.8,1,1,0,0,7.1,31,434,4,8.1,0,0,2,0,71.4,20,2,5.0,0,0,0,1,1,0
Montez Sweat,27271,ED,CHI,16,0,6,6,37,0,5,30,2,79.2,270,41,8.7,6,6,3,2,97.2,341,351,49,8.1,0,1,7,0,20.8,71,8,5.6,0,0,0,6,6,3
Jamien Sherwood,83175,LB,NYJ,17,1,22,0,4,1,0,4,0,60.0,21,5,14.3,1,1,0,0,6.8,37,543,5,8.1,0,0,0,0,40.0,14,0,0.0,0,0,0,1,1,0
Brian Burns,44522,ED,NYG,17,0,21,10,42,0,3,22,1,56.9,247,28,6.3,3,2,1,2,90.8,434,478,61,8.1,0,7,20,1,43.1,187,33,10.4,6,6,0,9,8,1
Bobby Okereke,50954,LB,NYG,12,0,21,0,1,0,0,1,0,46.7,14,3,17.9,2,2,0,0,7.8,31,397,3,8.1,0,0,0,0,53.3,16,0,0.0,0,0,0,2,2,0
Chase Young,56436,ED,NO,17,0,20,12,47,0,0,0,0,0.2,1,0,0.0,0,1,1,2,96.6,451,467,66,8.1,0,12,47,2,99.8,450,66,8.1,7,5,2,7,6,3
Josh Hines-Allen,50235,ED,JAX,16,1,15,8,46,0,0,0,0,2.9,13,0,0.0,0,0,0,2,96.1,447,465,63,8.1,1,8,46,2,97.1,434,63,8.3,9,11,4,9,11,4
Jahlani Tavai,51055,LB,NE,17,1,19,1,10,1,0,3,0,52.7,39,3,3.8,0,0,0,0,18.1,80,441,12,8.1,0,0,6,0,47.3,35,7,11.4,1,1,0,1,1,0
Boye Mafe,55220,ED,SEA,15,1,29,5,36,0,2,21,2,53.7,175,24,7.1,1,1,0,5,85.3,326,382,47,8.1,1,3,15,3,46.3,151,23,9.3,5,5,0,6,6,0
Ernest Jones,81399,LB,SEA,16,1,29,2,10,0,1,3,0,60.3,47,4,4.3,0,0,1,0,15.2,87,573,13,8.0,1,1,5,0,39.7,31,6,9.7,0,1,1,1,1,2
Dennis Gardeck,66928,ED,ARZ,7,0,1,2,7,0,1,4,0,48.9,46,6,7.6,1,2,1,0,77.0,94,122,12,8.0,0,1,3,0,51.1,48,6,8.3,2,2,0,3,4,1
Mohamoud Diabate,98780,LB,CLV,13,0,8,0,5,0,0,2,0,46.2,18,2,5.6,0,0,0,1,15.1,44,292,6,8.0,0,0,2,1,53.8,21,3,9.5,1,2,1,1,2,1
Darnay Holmes,56247,CB,LV,9,0,23,0,1,0,0,1,0,57.9,11,1,4.5,0,0,0,0,9.3,19,204,2,7.9,0,0,0,0,42.1,8,1,12.5,1,1,0,1,1,0
Chris Jones,10671,DI,KC,15,0,16,15,53,0,5,29,0,54.5,275,38,7.6,4,4,0,1,99.6,505,507,74,7.9,0,10,24,1,45.5,230,36,8.3,2,3,2,6,7,2
Kenneth Murray Jr.,58099,LB,TEN,14,0,31,2,5,0,1,4,0,37.1,23,6,15.2,1,1,0,0,15.9,70,439,9,7.9,0,1,1,0,62.9,39,3,5.1,1,1,1,2,2,1
Nick Bolton,81322,LB,KC,16,0,16,3,6,0,1,1,0,43.1,31,4,9.7,2,1,0,2,16.7,95,570,12,7.9,0,1,3,2,56.9,41,5,7.3,1,2,2,3,3,2
Victor Dimukeje,56347,ED,ARZ,10,0,1,5,5,0,4,2,1,53.2,33,6,9.1,0,1,1,1,80.8,63,78,10,7.9,0,1,3,0,46.8,29,4,6.9,0,1,1,0,2,2
Dean Lowry,10771,DI,PIT,11,1,25,0,8,1,0,8,0,86.0,49,9,10.2,1,1,0,0,100.0,63,63,9,7.9,0,0,0,0,14.0,8,0,0.0,0,0,0,1,1,0
James Houston,57810,ED,CLV,11,0,8,1,13,0,0,5,0,51.7,46,5,5.4,0,0,1,2,94.7,89,94,14,7.9,0,1,8,2,48.3,43,9,10.5,0,0,0,0,0,1
Andrew Van Ginkel,30267,ED,MIN,17,1,18,9,28,1,7,20,1,71.8,277,37,8.5,10,13,3,2,66.7,387,580,49,7.9,0,2,8,1,28.2,109,12,6.4,2,3,2,12,16,5
E.J. Speed,94351,LB,IND,15,0,14,1,7,0,0,6,0,42.9,21,6,14.3,0,0,0,0,9.6,51,532,8,7.8,0,1,1,0,57.1,28,2,3.6,0,0,0,0,0,0
Devonte Wyatt,82268,DI,GB,14,2,12,3,24,1,0,15,1,52.1,122,16,7.0,1,1,1,1,97.1,236,243,32,7.8,1,3,8,0,47.9,112,15,8.5,4,4,0,5,5,1
Jadeveon Clowney,8636,ED,CAR,14,0,5,5,33,0,5,31,5,94.4,302,42,7.9,6,10,6,6,87.7,320,365,44,7.8,0,0,2,1,5.6,18,2,5.6,0,0,0,6,10,6
Brandon Graham,5538,ED,PHI,11,0,24,3,13,0,0,7,0,42.5,65,8,6.9,1,1,0,2,90.5,153,169,20,7.8,0,3,6,2,57.5,88,12,8.5,3,4,1,4,5,1
